elapsed_time,set_no,game_no,p1_sets,p2_sets,p1_games,p2_games,server,point_victor,consecutive_victories,p1_points_won,p2_points_won,game_victor,set_victor,p1_unf_err,p2_unf_err,distance_difference_p2_p1,speed_mph,sum_of_distance_p1,sum_of_distance_p2,EA,EB,K,(Sa-Ea),(Sb-Eb),beta_pA,beta_pB,alpha_PA,alpha_pB,z_pA,z_pB,ω_pA,ω_pB,RA,RB,turnning_point
4435,2,4,0,1,2,1,1,1,-1,52,54,1,0,0,0,-73.527,101,38901.878,38828.351,144.2379061,85.76209394,32,0.458141102,-0.458141102,0,0,1,0,0,0,38903.898,38828.351,0.582723406,9.789494562,0
4486,2,5,0,1,3,1,2,2,1,52,55,0,0,0,0,-70.485,93,38911.226,38840.741,134.9040221,95.09597792,16,-0.583367749,0.583367749,0,0,0,1,0,0,38911.226,38842.601,1.533157873,5.417549363,0
4513,2,5,0,1,3,1,2,1,-1,53,55,0,0,0,1,-72.763,100,38919.163,38846.4,141.9913981,88.00860191,16,0.442961001,-0.442961001,0,1,0,1,0,0,38919.163,38848.4,6.423923906,-1.646973381,0
4546,2,5,0,1,3,1,2,2,1,53,56,0,0,0,0,-76.901,107,38942.05,38865.149,132.7583052,97.24169481,16,-0.577068306,0.577068306,0,0,0,1,0,0,38942.05,38867.289,1.94924795,4.207465479,0
4574,2,5,0,1,3,1,2,1,-1,54,56,0,0,0,1,-80.459,99,38962.816,38882.357,139.9433418,90.05665818,16,0.449064789,-0.449064789,0,1,0,1,0,0,38962.816,38884.337,6.755203613,-2.674637249,0
4612,2,5,0,1,3,1,2,1,-2,55,56,0,0,0,0,-79.757,94,38974.922,38895.165,146.802488,83.19751204,16,0.428696634,-0.428696634,0,0,0,1,1,-1,38974.922,38897.045,2.182176057,3.371191768,0
4652,2,5,0,1,3,1,2,2,1,55,57,0,0,0,0,-78.444,113,38978.48,38900.036,137.3540742,92.64592578,16,-0.590525859,0.590525859,0,0,0,1,0,0,38978.48,38902.296,-1.606963584,7.995304828,0
4672,2,5,0,1,3,1,2,2,2,55,58,0,0,0,0,-79.612,82,38995.26,38915.648,128.3302757,101.6697243,16,-0.563987405,0.563987405,0,0,0,1,-1,1,38995.26,38917.288,3.684862849,0.570641705,0
4714,2,5,0,1,3,1,2,2,3,55,59,2,0,0,0,-80.053,107,39001.686,38921.633,111.1049161,118.8950839,32,-0.538292488,0.538292488,0,0,0,1,-2,2,39001.686,38923.773,8.424314204,-5.617766633,0
4827,2,6,0,1,3,2,1,1,-1,56,59,0,0,0,0,-79.819,104,39005.608,38925.789,119.2842613,110.7157387,16,0.511209074,-0.511209074,0,0,1,0,0,0,39007.688,38925.789,4.038849227,-3.493123073,0
4857,2,6,0,1,3,2,1,2,1,56,60,0,0,0,0,-53.954,101,39039.779,38985.825,111.0870038,118.9129962,16,-0.512328596,0.512328596,0,0,1,0,0,0,39041.799,38985.825,-2.134436307,1.281067512,0
4986,2,6,0,1,3,2,1,1,-1,57,60,0,0,0,0,-53.768,109,39040.664,38986.896,119.2671734,110.7328266,16,0.511260604,-0.511260604,0,0,1,0,0,0,39042.844,38986.896,3.872112002,-3.301090084,0
5006,2,6,0,1,3,2,1,2,1,57,61,0,0,1,0,-44.081,94,39067.181,39023.1,111.0707023,118.9292977,16,-0.512279443,0.512279443,1,0,1,0,0,0,39069.061,39023.1,-2.296466072,1.474131755,0
5066,2,6,0,1,3,2,1,2,2,57,62,0,0,1,0,-44.302,0,39068.411,39024.109,103.2516223,126.7483777,16,-0.488692501,0.488692501,2,0,1,0,-1,1,39068.411,39024.109,4.5849029,-3.138999909,0
5112,2,6,0,1,3,2,1,1,-1,58,62,0,0,0,0,-45.107,112,39072.418,39027.311,111.7918318,118.2081682,16,0.533763091,-0.533763091,0,0,1,0,0,0,39074.658,39027.311,11.45736277,-6.910995906,0
5134,2,6,0,1,3,2,1,1,-2,59,62,0,0,0,0,-47.919,120,39093.221,39045.302,119.9395566,110.0604434,16,0.509232801,-0.509232801,0,0,1,0,1,-1,39095.621,39045.302,4.265044185,-1.565473694,0
5161,2,6,0,1,3,2,1,1,-3,60,62,1,0,0,0,-46.714,101,39101.257,39054.543,135.4847292,94.5152708,32,0.485786644,-0.485786644,0,0,1,0,2,-2,39103.277,39054.543,-1.755065312,3.219249237,0
5215,2,7,0,1,4,2,2,2,1,60,63,0,0,0,0,-52.769,112,39118.156,39065.387,126.5457208,103.4542792,16,-0.558688022,0.558688022,0,0,0,1,0,0,39118.156,39067.627,-0.224369381,-0.283852486,0
5236,2,7,0,1,4,2,2,2,2,60,64,0,0,0,0,-53.909,95,39122.388,39068.479,118.0148023,111.9851977,16,-0.533182412,0.533182412,0,0,0,1,-1,1,39122.388,39070.379,4.701983723,-6.581916399,0
5283,2,7,0,1,4,2,2,1,-1,61,64,0,0,0,0,-55.315,100,39134.924,39079.609,125.8759794,104.1240206,16,0.491323573,-0.491323573,0,0,0,1,0,0,39134.924,39081.609,9.103661007,-11.77187668,0
5319,2,7,0,1,4,2,2,1,-2,62,64,0,0,0,0,-56.882,106,39140.511,39083.629,133.3757754,96.62422457,16,0.468737251,-0.468737251,0,0,0,1,1,-1,39140.511,39085.749,3.875455764,-5.026707445,0
5348,2,7,0,1,4,2,2,1,-3,63,64,0,0,0,1,-60.341,82,39150.164,39089.823,140.5326819,89.46731811,16,0.447306654,-0.447306654,0,1,0,1,2,-2,39150.164,39091.463,-0.465702194,0.956604827,0
5384,2,7,0,1,4,2,2,1,-4,64,64,1,0,0,0,-69.36,119,39169.676,39100.316,154.1978238,75.80217625,32,0.427035683,-0.427035683,0,0,0,1,3,-3,39169.676,39102.696,-4.034980996,6.994850266,0
5489,2,8,0,1,5,2,1,1,-5,65,64,0,0,0,0,-68.304,121,39173.767,39105.463,160.4227212,69.57727878,16,0.389056092,-0.389056092,0,0,1,0,4,-4,39176.187,39105.463,-0.103675562,5.866418467,0
5513,2,8,0,1,5,2,1,1,-6,66,64,0,0,0,0,-68.037,114,39175.106,39107.069,166.3773301,63.62266986,16,0.372163057,-0.372163057,0,0,1,0,5,-5,39177.386,39107.069,-3.969887795,9.2473613,0
5530,2,8,0,1,5,2,1,1,-7,67,64,0,0,0,0,-66.767,121,39179.511,39112.744,172.0779699,57.9220301,16,0.356289985,-0.356289985,0,0,1,0,6,-6,39181.931,39112.744,-7.148533303,12.25121853,0
5547,2,8,0,1,5,2,1,2,1,67,65,0,0,1,0,-67.567,0,39183.379,39115.812,161.5401078,68.45989219,16,-0.658616381,0.658616381,2,0,1,0,0,0,39183.379,39115.812,-9.730599746,14.91564924,0
5573,2,8,0,1,5,2,1,1,-1,68,65,1,1,0,1,-68.383,103,39188.673,39120.29,179.259892,50.74010803,48,0.36916217,-0.36916217,0,1,1,0,0,0,39190.733,39120.29,0.935223853,7.644019099,0
5712,3,1,1,1,0,0,2,2,1,68,66,0,0,0,0,-68.213,106,39200.538,39132.325,168.4285904,61.57140965,16,-0.676956351,0.676956351,0,0,0,1,0,0,39200.538,39134.445,6.542247637,-1.079962541,0
5732,3,1,1,1,0,0,2,1,-1,69,66,0,0,0,1,-71.409,95,39215.387,39143.978,174.0428669,55.95713309,16,0.350892285,-0.350892285,0,1,0,1,0,0,39215.387,39145.878,11.86537034,-8.66630827,0
5767,3,1,1,1,0,0,2,2,1,69,67,0,0,0,0,-71.251,114,39219.104,39147.853,163.4239187,66.57608133,16,-0.663684265,0.663684265,0,0,0,1,0,0,39219.104,39150.133,7.577245954,-3.226423007,0
5785,3,1,1,1,0,0,2,1,-1,70,67,0,0,0,0,-64.407,117,39236.653,39172.246,169.2499328,60.75006717,16,0.364125885,-0.364125885,0,0,0,1,0,0,39236.653,39174.586,12.68748455,-10.45386598,0
5816,3,1,1,1,0,0,2,2,1,70,68,0,0,0,0,-76.048,110,39311.338,39235.29,158.8297977,71.17020226,16,-0.651258443,0.651258443,0,0,0,1,0,0,39311.338,39237.49,8.195270289,-5.26053634,0
5882,3,1,1,1,0,0,2,2,2,70,69,2,0,0,0,-76.484,101,39354.103,39277.619,138.8764571,91.12354293,32,-0.623541896,0.623541896,0,0,0,1,-1,1,39354.103,39279.639,13.17189092,-12.17924713,0
5948,3,2,1,1,0,1,1,1,-1,71,69,0,0,0,0,-76.601,122,39355.259,39278.658,145.7837775,84.21622252,16,0.431707526,-0.431707526,0,0,1,0,0,0,39357.699,39278.658,7.66707022,-9.514170582,0
5966,3,2,1,1,0,1,1,2,1,71,70,0,0,1,0,-75.953,107,39363.415,39287.462,136.380787,93.61921302,16,-0.587686906,0.587686906,1,0,1,0,0,0,39365.555,39287.462,1.932492032,-4.729527508,0
6000,3,2,1,1,0,1,1,1,-1,72,70,0,0,0,0,-70.041,99,39383.334,39313.293,143.4011071,86.59889286,16,0.43877001,-0.43877001,0,0,1,0,0,0,39385.314,39313.293,9.480465519,-9.478053201,0
6041,3,2,1,1,0,1,1,1,-2,73,70,0,0,0,0,-70.659,123,39384.762,39314.103,150.1047177,79.89528234,16,0.418975658,-0.418975658,0,0,1,0,1,-1,39387.222,39314.103,3.475601608,-4.62468682,0
6065,3,2,1,1,0,1,1,1,-3,74,70,1,0,0,0,-67.492,124,39413.609,39346.117,162.9147576,67.08524242,32,0.400313747,-0.400313747,0,0,1,0,2,-2,39416.089,39346.117,-1.551530348,-0.283012439,0
6109,3,3,1,1,1,1,2,1,-4,75,70,0,0,0,1,-83.307,97,39480.743,39397.436,168.7625052,61.23749483,16,0.365484225,-0.365484225,0,1,0,1,3,-3,39480.743,39399.376,-0.358946552,-2.802236729,0
6166,3,3,1,1,1,1,2,2,1,75,71,0,0,0,0,-88.768,100,39493.738,39404.97,158.36278,71.63722003,16,-0.649982825,0.649982825,0,0,0,1,0,0,39493.738,39406.97,-3.223489842,2.691665003,0
6193,3,3,1,1,1,1,2,2,2,75,72,0,0,0,0,-89.445,93,39537.66,39448.215,148.406317,81.59368304,16,-0.622278938,0.622278938,0,0,0,1,-1,1,39537.66,39450.075,2.958748186,-5.077458983,0
6248,3,3,1,1,1,1,2,2,3,75,73,0,0,0,0,-91.056,121,39542.163,39451.107,138.8865865,91.11341352,16,-0.594983155,0.594983155,0,0,0,1,-2,2,39542.163,39453.527,8.512536243,-11.54476879,0
6268,3,3,1,1,1,1,2,2,4,75,74,2,0,0,0,-95.264,84,39552.756,39457.492,120.7003118,109.2996882,32,-0.568321085,0.568321085,0,0,0,1,-3,3,39552.756,39459.172,13.46852876,-16.84821597,0
6382,3,4,1,1,1,2,1,1,-1,76,74,0,0,0,0,-93.742,100,39565.818,39472.076,128.4378969,101.5621031,16,0.48359907,-0.48359907,0,0,1,0,0,0,39567.818,39472.076,8.782322414,-13.50311827,0
6417,3,4,1,1,1,2,1,1,-2,77,74,0,0,0,0,-93.537,127,39566.605,39473.068,135.8202902,94.17970976,16,0.461399585,-0.461399585,0,0,1,0,1,-1,39569.145,39473.068,2.274715242,-7.799577536,0
6441,3,4,1,1,1,2,1,2,1,77,75,0,0,0,0,-95.935,99,39576.356,39480.421,126.8660451,103.1339549,16,-0.559640321,0.559640321,0,0,1,0,0,0,39578.336,39480.421,-3.159331563,-2.70116223,1
6489,3,4,1,1,1,2,1,2,2,77,76,0,0,1,0,-94.925,100,39584.443,39489.518,118.3204418,111.6795582,16,-0.534100205,0.534100205,1,0,1,0,-1,1,39586.443,39489.518,3.674869392,-7.471735953,2
6529,3,4,1,1,1,2,1,1,-1,78,76,0,0,0,1,-95.961,96,39599.004,39503.043,126.1675484,103.8324516,16,0.490444164,-0.490444164,0,1,1,0,0,0,39600.924,39503.043,10.60820344,-11.34755458,0
6566,3,4,1,1,1,2,1,2,1,78,77,0,0,1,0,-93.809,126,39604.856,39511.047,117.6539711,112.3460289,16,-0.532098583,0.532098583,1,0,1,0,0,0,39607.376,39511.047,3.828042945,-4.974249289,3
6594,3,4,1,1,1,2,1,1,-1,79,77,0,0,0,0,-93.836,85,39609.602,39515.766,125.5317607,104.4682393,16,0.492361851,-0.492361851,0,0,1,0,0,0,39611.302,39515.766,10.53573363,-9.279767366,0
6630,3,4,1,1,1,2,1,2,1,79,78,0,0,1,0,-90.997,114,39615.221,39524.224,117.0473486,112.9526514,16,-0.530275761,0.530275761,1,0,1,0,0,0,39617.501,39524.224,3.737220387,-3.906056199,4
6659,3,4,1,1,1,2,1,2,2,79,79,0,0,1,0,-90.494,0,39618.881,39528.387,108.953069,121.046931,16,-0.50589247,0.50589247,2,0,1,0,-1,1,39618.881,39528.387,10.43310402,-8.306365899,5
6693,3,4,1,1,1,2,1,2,3,79,80,2,0,1,0,-104.624,103,39647.885,39543.261,93.50978713,136.4902129,32,-0.48260256,0.48260256,1,0,1,0,-2,2,39649.945,39543.261,17.15515232,-11.86701978,6
6742,3,5,1,1,1,3,2,2,4,79,81,0,0,0,0,-106.522,111,39658.869,39552.347,86.49443027,143.5055697,16,-0.438459804,0.438459804,0,0,0,1,-3,3,39658.869,39554.567,15.75088163,-6.980006567,0
6766,3,5,1,1,1,3,2,2,5,79,82,0,0,0,0,-107.897,118,39676.004,39568.107,79.79550364,150.2044964,16,-0.418682915,0.418682915,0,0,0,1,-4,4,39676.004,39570.467,18.6443085,-10.9125122,0
6798,3,5,1,1,1,3,2,1,-1,80,82,0,0,0,1,-110.058,114,39683.232,39573.174,89.3948955,140.6051045,16,0.599961992,-0.599961992,0,1,0,1,0,0,39683.232,39575.454,21.20090058,-14.09760542,0
6822,3,5,1,1,1,3,2,1,-2,81,82,0,0,0,0,-109.161,83,39694.075,39584.914,98.56558853,131.4344115,16,0.573168314,-0.573168314,0,0,0,1,1,-1,39694.075,39586.574,13.59987083,-4.705165013,0
6855,3,5,1,1,1,3,2,1,-3,82,82,0,0,0,0,-109.685,95,39757.492,39647.807,107.3201713,122.6798287,16,0.547161425,-0.547161425,0,0,0,1,2,-2,39757.492,39649.707,7.204467367,2.648860685,0
6923,3,5,1,1,1,3,2,1,-4,83,82,1,0,0,0,-113.362,98,39775.768,39662.406,124.0270492,105.9729508,32,0.522089935,-0.522089935,0,0,0,1,3,-3,39775.768,39664.366,1.850501463,9.172431636,0
7041,3,6,1,1,2,3,1,2,1,83,83,0,0,1,0,-113.317,0,39777.686,39664.369,115.611712,114.388288,16,-0.525958576,0.525958576,2,0,1,0,0,0,39777.686,39664.369,5.778085833,7.91650258,0
7072,3,6,1,1,2,3,1,2,2,83,84,0,0,0,0,-113.741,113,39806.897,39693.156,107.5835418,122.4164582,16,-0.501760642,0.501760642,0,0,1,0,-1,1,39809.157,39693.156,13.13872448,2.326253311,0
7110,3,6,1,1,2,3,1,1,-1,84,84,0,0,0,0,-115.503,104,39820.574,39705.071,115.9248749,114.0751251,16,0.521333323,-0.521333323,0,0,1,0,0,0,39822.654,39705.071,17.92152585,-2.314163383,0
7149,3,6,1,1,2,3,1,1,-2,85,84,0,0,0,0,-116.008,135,39821.715,39705.707,123.8822833,106.1177167,16,0.497338021,-0.497338021,0,0,1,0,1,-1,39824.415,39705.707,9.976599203,2.687093709,0
7174,3,6,1,1,2,3,1,2,1,85,85,0,0,1,0,-116.772,125,39831.642,39714.87,115.4735951,114.5264049,16,-0.525543011,0.525543011,1,0,1,0,0,0,39834.142,39714.87,3.286409619,7.146491626,0
7201,3,6,1,1,2,3,1,2,2,85,86,2,0,1,0,-117.264,0,39833.293,39716.029,99.42997549,130.5700245,32,-0.501363113,0.501363113,2,0,1,0,-1,1,39833.293,39716.029,10.03639316,1.620224071,0
7252,3,7,1,1,2,4,2,1,-1,86,86,0,0,0,1,-117.021,83,39836.886,39719.865,108.1450878,121.8549122,16,0.544694517,-0.544694517,0,1,0,1,0,0,39836.886,39721.525,10.06748603,5.068448594,0
7289,3,7,1,1,2,4,2,2,1,86,87,0,0,0,0,-121.486,104,39845.346,39723.86,100.4606044,129.5393956,16,-0.480280211,0.480280211,0,0,0,1,0,0,39845.346,39725.94,4.031680204,11.85932887,0
7307,3,7,1,1,2,4,2,1,-1,87,87,0,0,0,1,-123.435,113,39887.32,39763.885,109.1286093,120.8713907,16,0.541750304,-0.541750304,0,1,0,1,0,0,39887.32,39766.145,8.065418428,5.034552066,0
7347,3,7,1,1,2,4,2,2,1,87,88,0,0,1,0,-123.617,116,39902.138,39778.521,101.3988939,128.6011061,16,-0.483107211,0.483107211,1,0,0,1,0,0,39902.138,39780.841,2.239696459,11.80468712,0
7372,3,7,1,1,2,4,2,2,2,87,89,0,0,0,0,-125.044,114,39907.461,39782.417,94.02397124,135.9760288,16,-0.460932665,0.460932665,0,0,0,1,-1,1,39907.461,39784.697,7.298032611,4.93538363,0
7395,3,7,1,1,2,4,2,2,3,87,90,2,0,0,0,-125.056,87,39933.781,39808.725,79.94659997,150.0534,32,-0.439917852,0.439917852,0,0,0,1,-2,2,39933.781,39810.465,11.00914047,-0.82239287,0
7524,3,8,1,1,2,5,1,2,4,87,91,0,0,1,0,-118.654,121,39964.028,39845.374,73.53931055,156.4606894,16,-0.400455589,0.400455589,1,0,1,0,-3,3,39966.448,39845.374,7.272417213,0.290021952,0
7558,3,8,1,1,2,5,1,1,-1,88,91,0,0,0,0,-118.109,127,39965.088,39846.979,83.41320015,146.5867999,16,0.6171181,-0.6171181,0,0,1,0,0,0,39967.628,39846.979,12.40156211,-3.009435211,1
7571,3,8,1,1,2,5,1,1,-2,89,91,0,0,0,0,-117.572,124,39965.943,39848.371,92.85200453,137.1479955,16,0.589925274,-0.589925274,0,0,1,0,1,-1,39968.423,39848.371,3.821512154,2.993183411,2
7589,3,8,1,1,2,5,1,1,-3,90,91,0,0,0,0,-119.543,99,39974.449,39854.906,101.8664668,128.1335332,16,0.563403889,-0.563403889,0,0,1,0,2,-2,39976.429,39854.906,-3.366732265,8.355491387,3
7614,3,8,1,1,2,5,1,2,1,90,92,0,0,0,0,-111.318,119,39996.323,39885.005,94.4701386,135.5298614,16,-0.46227051,0.46227051,0,0,1,0,0,0,39998.703,39885.005,-9.331826671,13.13056958,0
7637,3,8,1,1,2,5,1,2,2,90,93,0,0,0,0,-108.318,102,40002.506,39894.188,87.41119667,142.5888033,16,-0.44118387,0.44118387,0,0,1,0,-1,1,40004.546,39894.188,-2.891381294,7.535370613,0
7680,3,8,1,1,2,5,1,1,-1,91,93,0,0,0,0,-107.725,124,40006.17,39898.445,96.67113314,133.3288669,16,0.578746029,-0.578746029,0,0,1,0,0,0,40008.65,39898.445,2.812989742,2.850010064,4
7699,3,8,1,1,2,5,1,2,1,91,94,0,0,0,0,-105.999,124,40025.932,39919.933,89.51209039,140.4879096,16,-0.447440172,0.447440172,0,0,1,0,0,0,40028.412,39919.933,-4.366850165,7.931023457,0
7728,3,8,1,1,2,5,1,1,-1,92,94,0,0,0,0,-104.886,112,40031.893,39927.007,98.67750145,131.3224986,16,0.572838191,-0.572838191,0,0,1,0,0,0,40034.133,39927.007,1.408836066,2.983257756,5
7762,3,8,1,1,2,5,1,1,-2,93,94,1,0,0,0,-103.929,118,40037.028,39933.099,116.1764506,113.8235494,32,0.54684216,-0.54684216,0,0,1,0,1,-1,40039.388,39933.099,-5.569414372,8.006533482,6
7806,3,9,1,1,3,5,2,2,1,93,95,0,0,0,0,-115.276,110,40080.19,39964.914,108.1222739,121.8777261,16,-0.503386045,0.503386045,0,0,0,1,0,0,40080.19,39967.114,-4.006485624,3.73390232,0
7839,3,9,1,1,3,5,2,1,-1,94,95,0,0,0,1,-114.184,117,40101.663,39987.479,116.4388395,113.5611605,16,0.51978535,-0.51978535,0,1,0,1,0,0,40101.663,39989.819,1.119403742,-2.626508788,0
7870,3,9,1,1,3,5,2,1,-2,95,95,0,0,0,1,-113.625,93,40109.155,39995.53,124.37258,105.62742,16,0.495858782,-0.495858782,0,1,0,1,1,-1,40109.155,39997.39,-3.878785915,4.688469824,0
7908,3,9,1,1,3,5,2,1,-3,96,95,0,0,0,0,-138.597,95,40180.682,40042.085,131.941375,98.05862496,16,0.473049691,-0.473049691,0,0,0,1,2,-2,40180.682,40043.985,-7.977509235,11.12677671,0
7955,3,9,1,1,3,5,2,1,-4,97,95,1,0,0,1,-137.67,93,40189.174,40051.504,146.3859446,83.61405536,32,0.4513928,-0.4513928,0,1,0,1,3,-3,40189.174,40053.364,-11.31247904,16.0012134,0
8062,3,10,1,1,4,5,1,1,-5,98,95,0,0,0,0,-139.705,113,40253.45,40113.745,152.9560926,77.04390735,16,0.41063425,-0.41063425,0,0,1,0,4,-4,40255.71,40113.745,-6.743694213,14.96875043,0
8111,3,10,1,1,4,5,1,1,-6,99,95,0,0,0,0,-139.042,113,40265.938,40126.896,159.235444,70.76455601,16,0.392459459,-0.392459459,0,0,1,0,5,-5,40268.198,40126.896,-10.44169139,17.92176469,0
8146,3,10,1,1,4,5,1,2,1,99,96,0,0,1,0,-139.112,119,40290.472,40151.36,149.2412436,80.75875644,16,-0.624637527,0.624637527,1,0,1,0,0,0,40292.852,40151.36,-13.43931796,20.52594628,0
8181,3,10,1,1,4,5,1,1,-1,100,96,0,0,0,0,-138.545,117,40296.816,40158.271,155.6844849,74.31551508,16,0.402702585,-0.402702585,0,0,1,0,0,0,40299.156,40158.271,-3.500554104,12.58177558,0
8220,3,10,1,1,4,5,1,1,-2,101,96,1,0,0,0,-152.033,121,40369.576,40217.543,168.0043447,61.99565532,32,0.384995618,-0.384995618,0,0,1,0,1,-1,40371.996,40217.543,-8.024736003,15.12364834,0
8279,3,11,1,1,5,5,2,1,-3,102,96,0,0,0,0,-151.731,81,40391.188,40239.457,173.6364339,56.36356608,16,0.352005577,-0.352005577,0,0,0,1,2,-2,40391.188,40241.077,-6.595121783,11.23625593,0
8321,3,11,1,1,5,5,2,1,-4,103,96,0,0,0,0,-147.976,115,40431.232,40283.256,179.0342095,50.96579051,16,0.337360973,-0.337360973,0,0,0,1,3,-3,40431.232,40285.556,-9.057783072,14.61170377,0
8368,3,11,1,1,5,5,2,1,-5,104,96,0,0,0,1,-150.403,0,40441.461,40291.058,184.2120033,45.78799666,16,0.323612115,-0.323612115,0,2,0,1,4,-4,40441.461,40291.058,-11.03236571,17.59241143,0
8408,3,11,1,1,5,5,2,1,-6,105,96,1,0,0,0,-138.166,107,40466.89,40328.724,194.1545139,35.84548607,32,0.310703456,-0.310703456,0,0,0,1,5,-5,40466.89,40330.864,-12.57863354,21.28503881,0
8514,3,12,1,1,6,5,1,2,1,105,97,0,0,1,0,-137.446,119,40488.284,40350.838,182.7422561,47.25774388,16,-0.713266113,0.713266113,1,0,1,0,0,0,40490.664,40350.838,-8.787380123,19.30805856,0
8547,3,12,1,1,6,5,1,1,-1,106,97,0,0,0,0,-143.064,133,40540.192,40397.128,187.7716793,42.22832067,16,0.31433895,-0.31433895,0,0,1,0,0,0,40542.852,40397.128,1.995062186,10.55961137,0
8590,3,12,1,1,6,5,1,1,-2,107,97,0,0,0,0,-143.332,110,40547.915,40404.583,192.6036023,37.39639769,16,0.301995187,-0.301995187,0,0,1,0,1,-1,40550.115,40404.583,-2.057664979,12.51742586,0
8619,3,12,1,1,6,5,1,2,1,107,98,0,0,0,0,-147.373,116,40597.803,40450.43,181.2499946,48.75000541,16,-0.709600482,0.709600482,0,0,1,0,0,0,40600.123,40450.43,-5.447349857,14.27038399,0
8666,3,12,1,1,6,5,1,1,-1,108,98,0,0,0,0,-148.147,100,40605.242,40457.095,186.3388518,43.66114819,16,0.318053576,-0.318053576,0,0,1,0,0,0,40607.242,40457.095,3.821531154,6.01597868,0
8694,3,12,1,1,6,5,1,1,-2,109,98,1,1,0,0,-149.382,116,40621.299,40471.917,201.0020727,28.99792726,48,0.305483769,-0.305483769,0,0,1,0,1,-1,40623.619,40471.917,-0.472349189,8.475851737,0
8832,4,1,2,1,0,0,2,1,-3,110,98,0,0,0,0,-146.622,89,40639.991,40493.369,205.3362379,24.66376208,16,0.270885324,-0.270885324,0,0,0,1,2,-2,40639.991,40495.149,4.123957095,0.905225056,0
8867,4,1,2,1,0,0,2,1,-4,111,98,0,0,0,1,-148.128,103,40649.305,40501.177,209.5145317,20.4854683,16,0.261143361,-0.261143361,0,1,0,1,3,-3,40649.305,40503.237,1.266208318,4.320550814,0
8891,4,1,2,1,0,0,2,1,-5,112,98,0,0,0,0,-149.978,91,40666.419,40516.441,213.5460345,16.45396551,16,0.251968924,-0.251968924,0,0,0,1,4,-4,40666.419,40518.261,-1.126104836,7.796326896,0
8925,4,1,2,1,0,0,2,2,1,112,99,0,0,0,0,-150.07,116,40676.392,40526.322,201.4391835,28.56081651,16,-0.756678188,0.756678188,0,0,0,1,0,0,40676.392,40528.642,-3.112338394,10.46137509,0
8951,4,1,2,1,0,0,2,2,2,112,100,0,0,1,0,-154.672,92,40725.089,40570.417,189.757464,40.24253596,16,-0.730107465,0.730107465,1,0,0,1,-1,1,40725.089,40572.257,4.587516476,0.146556748,0
9010,4,1,2,1,0,0,2,2,3,112,101,0,0,0,0,-159.875,94,40756.615,40596.74,178.5126304,51.4873696,16,-0.702802103,0.702802103,0,0,0,1,-2,2,40756.615,40598.62,12.7530849,-8.570748253,0
9059,4,1,2,1,0,0,2,2,4,112,102,0,0,0,0,-160.535,106,40772.929,40612.394,167.7114768,62.28852317,16,-0.675072098,0.675072098,0,0,0,1,-3,3,40772.929,40614.514,18.8779954,-15.85160628,0
9086,4,1,2,1,0,0,2,2,5,112,103,2,0,0,0,-162.315,101,40778.932,40616.617,147.0002785,82.9997215,32,-0.647224948,0.647224948,0,0,0,1,-4,4,40778.932,40618.637,24.34648307,-21.84900344,0
9144,4,2,2,1,0,1,1,1,-1,113,103,0,0,0,0,-161.667,111,40800.267,40638.6,153.5430566,76.45694344,16,0.408923629,-0.408923629,0,0,1,0,0,0,40802.487,40638.6,18.84266576,-18.01751372,0
9171,4,2,2,1,0,1,1,1,-2,114,103,0,0,0,0,-162.132,118,40813.584,40651.452,159.7966465,70.20335353,16,0.390849369,-0.390849369,0,0,1,0,1,-1,40815.944,40651.452,11.87849401,-12.23259629,0
9195,4,2,2,1,0,1,1,1,-3,115,103,0,0,0,0,-162.767,104,40815.154,40652.387,165.7782272,64.22177279,16,0.373848797,-0.373848797,0,0,1,0,2,-2,40817.234,40652.387,5.971515736,-7.059465213,0
9224,4,2,2,1,0,1,1,2,1,115,104,0,0,1,0,-165.788,0,40823.759,40657.971,155.5042025,74.49579749,16,-0.642126544,0.642126544,2,0,1,0,0,0,40823.759,40657.971,0.993702184,-2.441724485,0
9255,4,2,2,1,0,1,1,1,-1,116,104,1,0,0,0,-165.308,99,40825.557,40660.249,167.8397922,62.16020781,32,0.385487178,-0.385487178,0,0,1,0,0,0,40827.537,40660.249,11.01160037,-8.460135684,0
9295,4,3,2,1,1,1,2,1,-2,117,104,0,0,0,0,-163.512,96,40848.81,40685.298,173.4787974,56.52120261,16,0.352437825,-0.352437825,0,0,0,1,1,-1,40848.81,40687.218,10.28948971,-10.02175025,0
9337,4,3,2,1,1,1,2,1,-3,118,104,0,0,0,1,-165.232,116,40859.407,40694.175,178.8830662,51.11693378,16,0.337766802,-0.337766802,0,1,0,1,2,-2,40859.407,40696.495,5.90651536,-4.541243452,0
9362,4,3,2,1,1,1,2,2,1,118,105,0,0,0,0,-190.195,92,40915.8,40725.605,168.0669561,61.93304389,16,-0.676006882,0.676006882,0,0,0,1,0,0,40915.8,40727.445,2.219811657,0.88805389,0
9412,4,3,2,1,1,1,2,2,2,118,106,0,0,0,0,-191.658,83,40923.354,40731.696,157.6964149,72.30358513,16,-0.648158827,0.648158827,0,0,0,1,-1,1,40923.354,40733.356,8.701243487,-7.566400099,0
9445,4,3,2,1,1,1,2,2,3,118,107,0,0,1,0,-197.801,93,40957.912,40760.111,147.7688307,82.2311693,16,-0.620474011,0.620474011,1,0,0,1,-2,2,40957.912,40761.971,14.49295377,-14.60174616,0
