match_id,player1,player2,elapsed_time,set_no,game_no,point_no,p1_sets,p2_sets,p1_games,p2_games,p1_score,p2_score,server1,server,receiver,serve_no,point_victor,consecutive_victories,p1_points_won,p2_points_won,game_victor,set_victor,p1_ace,p2_ace,p1_winner,p2_winner,winner_shot_type,p1_double_fault,p2_double_fault,p1_unf_err,p2_unf_err,p1_net_pt,p2_net_pt,p1_net_pt_won,p2_net_pt_won,p1_break_pt,p2_break_pt,p1_break_pt_won,p2_break_pt_won,p1_break_pt_missed,p2_break_pt_missed,distance_difference_p2_p1,rally_count,speed_mph,serve_width,serve_depth,return_depth
2023-wimbledon-1311,Guido Pella,Roman Safiullin,3655,2,2,94,0,1,0,1,30,15,1,Carlos Alcaraz,Nicolas Jarry,1,2,1,40,54,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-63.672,0,,BW,NCTL,D
2023-wimbledon-1311,Guido Pella,Roman Safiullin,3692,2,2,95,0,1,0,1,30,30,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,41,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65.233,0,,BC,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,3720,2,2,96,0,1,0,1,40,30,1,Carlos Alcaraz,Nicolas Jarry,1,2,1,41,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66.071,0,,BC,NCTL,D
2023-wimbledon-1311,Guido Pella,Roman Safiullin,3756,2,2,97,0,1,0,1,40,40,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,42,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-72.367,0,,C,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,3806,2,2,98,0,1,0,1,50,40,1,Carlos Alcaraz,Nicolas Jarry,1,1,-2,43,55,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72.596,0,,C,NCTL,
2023-wimbledon-1311,Guido Pella,Roman Safiullin,3840,2,3,99,0,1,1,1,0,0,2,Nicolas Jarry,Carlos Alcaraz,2,1,-3,44,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-72.441,0,,BW,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,3873,2,3,100,0,1,1,1,15,0,2,Nicolas Jarry,Carlos Alcaraz,1,2,1,44,56,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73.254,0,,BW,NCTL,D
2023-wimbledon-1311,Guido Pella,Roman Safiullin,3893,2,3,101,0,1,1,1,15,15,2,Nicolas Jarry,Carlos Alcaraz,2,1,-1,45,56,0,0,0,0,1,0,F,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-86.206,0,,BW,NCTL,
2023-wimbledon-1311,Guido Pella,Roman Safiullin,3937,2,3,102,0,1,1,1,30,15,2,Nicolas Jarry,Carlos Alcaraz,2,2,1,45,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95.095,0,,BC,NCTL,D
2023-wimbledon-1311,Guido Pella,Roman Safiullin,3978,2,3,103,0,1,1,1,30,30,2,Nicolas Jarry,Carlos Alcaraz,1,2,2,45,58,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95.819,0,,BW,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4015,2,3,104,0,1,1,1,30,40,2,Nicolas Jarry,Carlos Alcaraz,1,1,-1,46,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94.675,0,,BW,NCTL,D
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4054,2,3,105,0,1,1,1,40,40,2,Nicolas Jarry,Carlos Alcaraz,1,2,1,46,59,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-92.45,0,,W,CTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4081,2,3,106,0,1,1,1,40,50,2,Nicolas Jarry,Carlos Alcaraz,1,2,2,46,60,2,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-88.207,0,,BC,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4181,2,4,107,0,1,1,2,0,0,1,Carlos Alcaraz,Nicolas Jarry,2,2,3,46,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89.296,0,,BW,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4208,2,4,108,0,1,1,2,0,15,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,47,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89.408,0,,B,NCTL,D
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4228,2,4,109,0,1,1,2,15,15,1,Carlos Alcaraz,Nicolas Jarry,1,1,-2,48,61,0,0,0,0,1,0,F,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-88.194,0,,BW,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4260,2,4,110,0,1,1,2,30,15,1,Carlos Alcaraz,Nicolas Jarry,1,1,-3,49,61,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88.262,0,,W,CTL,
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4281,2,4,111,0,1,1,2,40,15,1,Carlos Alcaraz,Nicolas Jarry,1,1,-4,50,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.789,0,,W,CTL,D
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4334,2,5,112,0,1,2,2,0,0,2,Nicolas Jarry,Carlos Alcaraz,1,2,1,50,62,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88.6,0,,W,CTL,
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4334,2,5,113,0,1,2,2,0,15,2,Nicolas Jarry,Carlos Alcaraz,2,2,2,50,63,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-90.115,0,,C,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4366,2,5,114,0,1,2,2,0,30,2,Nicolas Jarry,Carlos Alcaraz,1,2,3,50,64,0,0,0,0,0,1,B,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-88.102,0,,C,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4385,2,5,115,0,1,2,2,0,40,2,Nicolas Jarry,Carlos Alcaraz,1,2,4,50,65,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88.363,0,,W,CTL,
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4483,2,6,116,0,1,2,3,0,0,1,Carlos Alcaraz,Nicolas Jarry,1,2,5,50,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-87.7,0,,C,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4505,2,6,117,0,1,2,3,0,15,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,51,66,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-86.696,0,,BC,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4527,2,6,118,0,1,2,3,15,15,1,Carlos Alcaraz,Nicolas Jarry,1,1,-2,52,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-88.883,0,,W,CTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4554,2,6,119,0,1,2,3,30,15,1,Carlos Alcaraz,Nicolas Jarry,1,1,-3,53,66,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89.13,0,,C,NCTL,
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4573,2,6,120,0,1,2,3,40,15,1,Carlos Alcaraz,Nicolas Jarry,1,1,-4,54,66,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-92.171,0,,BW,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4623,2,7,121,0,1,3,3,0,0,2,Nicolas Jarry,Carlos Alcaraz,2,2,1,54,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-97.437,0,,B,NCTL,D
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4679,2,7,122,0,1,3,3,0,15,2,Nicolas Jarry,Carlos Alcaraz,1,2,2,54,68,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-99.805,0,,W,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4704,2,7,123,0,1,3,3,0,30,2,Nicolas Jarry,Carlos Alcaraz,2,2,3,54,69,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-104.129,0,,BC,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4738,2,7,124,0,1,3,3,0,40,2,Nicolas Jarry,Carlos Alcaraz,1,2,4,54,70,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-104.061,0,,C,NCTL,
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4848,2,8,125,0,1,3,4,0,0,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,55,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-103.184,0,,BW,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4869,2,8,126,0,1,3,4,15,0,1,Carlos Alcaraz,Nicolas Jarry,2,1,-2,56,70,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-102.136,0,,B,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4898,2,8,127,0,1,3,4,30,0,1,Carlos Alcaraz,Nicolas Jarry,1,2,1,56,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-102.413,0,,C,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4918,2,8,128,0,1,3,4,30,15,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,57,71,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-102.671,0,,C,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4944,2,8,129,0,1,3,4,40,15,1,Carlos Alcaraz,Nicolas Jarry,1,1,-2,58,71,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-102.431,0,,W,CTL,
2023-wimbledon-1311,Guido Pella,Roman Safiullin,4977,2,9,130,0,1,4,4,0,0,2,Nicolas Jarry,Carlos Alcaraz,2,2,1,58,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-102.355,0,,BW,NCTL,D
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5004,2,9,131,0,1,4,4,0,15,2,Nicolas Jarry,Carlos Alcaraz,1,2,2,58,73,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-107.194,0,,W,CTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5025,2,9,132,0,1,4,4,0,30,2,Nicolas Jarry,Carlos Alcaraz,1,2,3,58,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-107.633,0,,C,NCTL,
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5042,2,9,133,0,1,4,4,0,40,2,Nicolas Jarry,Carlos Alcaraz,1,2,4,58,75,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-108.117,0,,C,CTL,
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5129,2,10,134,0,1,4,5,0,0,1,Carlos Alcaraz,Nicolas Jarry,1,2,5,58,76,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-111.621,0,,BW,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5157,2,10,135,0,1,4,5,0,15,1,Carlos Alcaraz,Nicolas Jarry,1,2,6,58,77,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-114.354,0,,BC,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5187,2,10,136,0,1,4,5,0,30,1,Carlos Alcaraz,Nicolas Jarry,1,2,7,58,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-107.929,0,,C,NCTL,D
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5226,2,10,137,0,1,4,5,0,40,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,59,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-107.05,0,,W,CTL,
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5252,2,10,138,0,1,4,5,15,40,1,Carlos Alcaraz,Nicolas Jarry,1,2,1,59,79,2,2,0,0,0,1,F,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-105.909,0,,B,CTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5376,3,1,139,0,2,0,0,0,0,2,Nicolas Jarry,Carlos Alcaraz,2,2,2,59,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-107.788,0,,W,CTL,
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5413,3,1,140,0,2,0,0,0,15,2,Nicolas Jarry,Carlos Alcaraz,1,2,3,59,81,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-109.263,0,,W,CTL,
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5432,3,1,141,0,2,0,0,0,30,2,Nicolas Jarry,Carlos Alcaraz,2,1,-1,60,81,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-108.266,0,,BW,NCTL,
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5475,3,1,142,0,2,0,0,15,30,2,Nicolas Jarry,Carlos Alcaraz,1,2,1,60,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-107.489,0,,C,NCTL,D
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5510,3,1,143,0,2,0,0,15,40,2,Nicolas Jarry,Carlos Alcaraz,1,2,2,60,83,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-109.233,0,,C,NCTL,D
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5566,3,2,144,0,2,0,1,0,0,1,Carlos Alcaraz,Nicolas Jarry,2,1,-1,61,83,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-108.226,0,,BW,NCTL,
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5590,3,2,145,0,2,0,1,15,0,1,Carlos Alcaraz,Nicolas Jarry,1,2,1,61,84,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-108.795,0,,BW,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5611,3,2,146,0,2,0,1,15,15,1,Carlos Alcaraz,Nicolas Jarry,2,2,2,61,85,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-108.636,0,,B,NCTL,D
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5644,3,2,147,0,2,0,1,15,30,1,Carlos Alcaraz,Nicolas Jarry,2,2,3,61,86,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-106.943,0,,,,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5671,3,2,148,0,2,0,1,15,40,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,62,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-105.954,0,,BC,CTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5692,3,2,149,0,2,0,1,30,40,1,Carlos Alcaraz,Nicolas Jarry,1,2,1,62,87,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-104.368,0,,C,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5751,3,3,150,0,2,0,2,0,0,2,Nicolas Jarry,Carlos Alcaraz,2,2,2,62,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-98.301,0,,W,CTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5776,3,3,151,0,2,0,2,0,15,2,Nicolas Jarry,Carlos Alcaraz,1,1,-1,63,88,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-100.589,0,,C,NCTL,D
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5803,3,3,152,0,2,0,2,15,15,2,Nicolas Jarry,Carlos Alcaraz,2,2,1,63,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94.651,0,,W,CTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5847,3,3,153,0,2,0,2,15,30,2,Nicolas Jarry,Carlos Alcaraz,1,2,2,63,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-95.235,0,,BW,NCTL,
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5861,3,3,154,0,2,0,2,15,40,2,Nicolas Jarry,Carlos Alcaraz,2,1,-1,64,90,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,-98.853,0,,B,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5904,3,3,155,0,2,0,2,30,40,2,Nicolas Jarry,Carlos Alcaraz,1,2,1,64,91,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99.353,0,,C,NCTL,
2023-wimbledon-1311,Guido Pella,Roman Safiullin,5993,3,4,156,0,2,0,3,0,0,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,65,91,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-94.267,0,,C,CTL,D
2023-wimbledon-1311,Guido Pella,Roman Safiullin,6011,3,4,157,0,2,0,3,15,0,1,Carlos Alcaraz,Nicolas Jarry,1,2,1,65,92,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-89.347,0,,C,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,6035,3,4,158,0,2,0,3,15,15,1,Carlos Alcaraz,Nicolas Jarry,1,2,2,65,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89.32,0,,BC,NCTL,D
2023-wimbledon-1311,Guido Pella,Roman Safiullin,6062,3,4,159,0,2,0,3,15,30,1,Carlos Alcaraz,Nicolas Jarry,1,2,3,65,94,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92.201,0,,BC,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,6098,3,4,160,0,2,0,3,15,40,1,Carlos Alcaraz,Nicolas Jarry,1,2,4,65,95,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,-91.84,0,,BC,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,6136,3,5,161,0,2,0,4,0,0,2,Nicolas Jarry,Carlos Alcaraz,1,2,5,65,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-91.535,0,,BW,NCTL,
2023-wimbledon-1311,Guido Pella,Roman Safiullin,6149,3,5,162,0,2,0,4,0,15,2,Nicolas Jarry,Carlos Alcaraz,1,2,6,65,97,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-88.096,0,,C,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,6167,3,5,163,0,2,0,4,0,30,2,Nicolas Jarry,Carlos Alcaraz,1,2,7,65,98,0,0,0,0,0,1,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.586,0,,BC,CTL,D
2023-wimbledon-1311,Guido Pella,Roman Safiullin,6185,3,5,164,0,2,0,4,0,40,2,Nicolas Jarry,Carlos Alcaraz,1,2,8,65,99,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-81.075,0,,C,NCTL,D
2023-wimbledon-1311,Guido Pella,Roman Safiullin,6265,3,6,165,0,2,0,5,0,0,1,Carlos Alcaraz,Nicolas Jarry,1,2,9,65,100,0,0,0,0,0,1,F,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-81.656,0,,C,NCTL,D
2023-wimbledon-1311,Guido Pella,Roman Safiullin,6309,3,6,166,0,2,0,5,0,15,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,66,100,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-87.021,0,,C,CTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,6339,3,6,167,0,2,0,5,15,15,1,Carlos Alcaraz,Nicolas Jarry,1,1,-2,67,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-83.962,0,,C,NCTL,D
2023-wimbledon-1311,Guido Pella,Roman Safiullin,6355,3,6,168,0,2,0,5,30,15,1,Carlos Alcaraz,Nicolas Jarry,2,2,1,67,101,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-84.329,0,,C,NCTL,
2023-wimbledon-1311,Guido Pella,Roman Safiullin,6379,3,6,169,0,2,0,5,30,30,1,Carlos Alcaraz,Nicolas Jarry,1,2,2,67,102,0,0,0,0,0,1,B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-92.461,0,,W,NCTL,ND
2023-wimbledon-1311,Guido Pella,Roman Safiullin,6402,3,6,170,0,2,0,5,30,40,1,Carlos Alcaraz,Nicolas Jarry,1,2,3,67,103,2,2,0,0,0,1,F,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-89.526,0,,C,NCTL,D
2023-wimbledon-1312,Denis Shapovalov,Liam Bro50y,0,1,1,1,0,0,0,0,0,0,2,Nicolas Jarry,Carlos Alcaraz,1,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-91.619,3,117,BW,NCTL,ND
2023-wimbledon-1312,Denis Shapovalov,Liam Bro50y,24,1,1,2,0,0,0,0,0,15,2,Nicolas Jarry,Carlos Alcaraz,1,1,-1,1,1,0,0,0,0,1,0,B,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-92.789,4,113,BW,NCTL,ND
2023-wimbledon-1312,Denis Shapovalov,Liam Bro50y,52,1,1,3,0,0,0,0,15,15,2,Nicolas Jarry,Carlos Alcaraz,1,1,-2,2,1,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-96.508,8,116,C,CTL,ND
2023-wimbledon-1312,Denis Shapovalov,Liam Bro50y,91,1,1,4,0,0,0,0,30,15,2,Nicolas Jarry,Carlos Alcaraz,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,-92.515,5,118,BC,CTL,ND
2023-wimbledon-1312,Denis Shapovalov,Liam Bro50y,123,1,1,5,0,0,0,0,30,30,2,Nicolas Jarry,Carlos Alcaraz,2,1,-1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-89.989,4,97,C,NCTL,ND
2023-wimbledon-1312,Denis Shapovalov,Liam Bro50y,177,1,1,6,0,0,0,0,40,30,2,Nicolas Jarry,Carlos Alcaraz,2,1,-2,4,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,-93.898,4,97,BW,NCTL,ND
2023-wimbledon-1312,Denis Shapovalov,Liam Bro50y,254,1,2,7,0,0,1,0,0,0,1,Carlos Alcaraz,Nicolas Jarry,2,2,1,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-91.173,4,112,C,NCTL,D
2023-wimbledon-1312,Denis Shapovalov,Liam Bro50y,307,1,2,8,0,0,1,0,0,15,1,Carlos Alcaraz,Nicolas Jarry,2,2,2,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-87.074,2,116,BW,NCTL,ND
2023-wimbledon-1312,Denis Shapovalov,Liam Bro50y,346,1,2,9,0,0,1,0,0,30,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-86.81,1,118,W,CTL,D
2023-wimbledon-1312,Denis Shapovalov,Liam Bro50y,371,1,2,10,0,0,1,0,15,30,1,Carlos Alcaraz,Nicolas Jarry,2,1,-2,6,4,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.369,3,114,B,NCTL,
2023-wimbledon-1312,Denis Shapovalov,Liam Bro50y,426,1,2,11,0,0,1,0,30,30,1,Carlos Alcaraz,Nicolas Jarry,2,2,1,6,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-84.164,0,,BC,NCTL,
2023-wimbledon-1312,Denis Shapovalov,Liam Bro50y,461,1,2,12,0,0,1,0,30,40,1,Carlos Alcaraz,Nicolas Jarry,1,1,-1,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-82.67,1,133,BC,CTL,D
2023-wimbledon-1312,Denis Shapovalov,Liam Bro50y,488,1,2,13,0,0,1,0,40,40,1,Carlos Alcaraz,Nicolas Jarry,1,2,1,7,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-78.492,2,121,W,CTL,ND
2023-wimbledon-1312,Denis Shapovalov,Liam Bro50y,520,1,2,14,0,0,1,0,40,50,1,Carlos Alcaraz,Nicolas Jarry,2,2,2,7,7,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-63.724,4,106,BW,CTL,D
2023-wimbledon-1312,Denis Shapovalov,Liam Bro50y,568,1,3,15,0,0,1,1,0,0,2,Nicolas Jarry,Carlos Alcaraz,2,1,-1,8,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-63.442,0,,W,CTL,
2023-wimbledon-1312,Denis Shapovalov,Liam Bro50y,596,1,3,16,0,0,1,1,15,0,2,Nicolas Jarry,Carlos Alcaraz,2,2,1,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-65.82,1,95,BC,NCTL,ND
2023-wimbledon-1312,Denis Shapovalov,Liam Bro50y,622,1,3,17,0,0,1,1,15,15,2,Nicolas Jarry,Carlos Alcaraz,1,1,-1,9,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-61.609,10,111,C,NCTL,ND
2023-wimbledon-1312,Denis Shapovalov,Liam Bro50y,662,1,3,18,0,0,1,1,30,15,2,Nicolas Jarry,Carlos Alcaraz,1,2,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-71.988,1,117,C,NCTL,ND
2023-wimbledon-1312,Denis Shapovalov,Liam Bro50y,685,1,3,19,0,0,1,1,30,30,2,Nicolas Jarry,Carlos Alcaraz,2,1,-1,10,9,0,0,0,0,1,0,F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-61.48,12,89,W,CTL,D
